site,Count_Date,dayOfYear,Start_Time,surveyYear,Interval_1,Interval_2,Interval_3,Interval_4,Interval_5,Interval_6,Interval_7,Interval_8,Interval_9,Interval_10,Interval_11,Interval_12,Interval_13,Interval_14,Interval_15,Interval_16,Interval_17,Interval_18,Interval_19,Interval_20,Interval_21,Interval_22,Interval_23,Interval_24,sunrise,mas
1387,2023-05-08,128,7H 48M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-08T12:55:28Z,112.99999999999997
1398,2022-06-22,173,5H 57M 0S,2022,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-22T12:29:53Z,28.000000000000007
1402,2023-05-04,124,8H 8M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-04T13:00:48Z,127.99999999999997
1414,2023-05-27,147,8H 57M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-27T12:36:12Z,200.99999999999997
1419,2023-05-10,130,6H 40M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-10T12:52:57Z,47.999999999999986
1425,2022-06-16,167,6H 5M 0S,2022,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-16T12:29:05Z,35.99999999999998
1439,2022-06-23,174,6H 8M 0S,2022,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-23T12:30:08Z,38.00000000000003
1444,2023-05-20,140,9H 16M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-20T12:42:02Z,214.00000000000003
1467,2023-06-06,157,6H 43M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-06-06T12:30:48Z,73
1485,2023-05-08,128,7H 30M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-08T12:55:28Z,94.99999999999999
1486,2022-06-18,169,7H 35M 0S,2022,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-18T12:29:12Z,125.99999999999997
1497,2022-06-18,169,5H 51M 0S,2022,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-18T12:29:12Z,21.999999999999975
1505,2022-06-16,167,9H 27M 0S,2022,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-16T12:29:05Z,237.99999999999994
1509,2022-06-23,174,6H 32M 0S,2022,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-23T12:30:08Z,61.99999999999999
1513,2022-06-13,164,6H 36M 0S,2022,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-13T12:29:11Z,66.99999999999997
1514,2023-05-20,140,6H 25M 0S,2023,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-20T12:42:02Z,43.00000000000001
1515,2023-05-20,140,6H 7M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-20T12:42:02Z,24.999999999999964
1531,2023-05-18,138,8H 50M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-18T12:43:59Z,187.00000000000003
1555,2022-06-08,159,8H 7M 0S,2022,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-08T12:30:05Z,157.00000000000003
1577,2022-06-22,173,6H 19M 0S,2022,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-22T12:29:53Z,49.999999999999986
1577,2023-06-05,156,8H 35M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-06-05T12:31:11Z,184.00000000000003
1578,2022-06-29,180,5H 52M 0S,2022,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-29T12:32:24Z,20.000000000000036
1584,2022-06-23,174,7H 50M 0S,2022,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-23T12:30:08Z,139.99999999999997
1603,2023-05-03,123,6H 29M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-03T13:02:11Z,27.00000000000001
1635,2022-06-25,176,7H 4M 0S,2022,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-25T12:30:45Z,93.99999999999999
1638,2022-06-14,165,5H 50M 0S,2022,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-14T12:29:06Z,20.99999999999998
1648,2023-05-27,147,8H 56M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-27T12:36:12Z,200.00000000000003
1651,2022-06-23,174,6H 0M 0S,2022,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-23T12:30:08Z,30
1662,2022-06-16,167,8H 10M 0S,2022,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-16T12:29:05Z,160.99999999999997
1664,2023-05-18,138,7H 15M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-18T12:43:59Z,92
1665,2023-06-15,166,9H 14M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-06-15T12:29:05Z,224.99999999999994
1670,2022-06-24,175,6H 37M 0S,2022,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-24T12:30:26Z,67.00000000000003
1670,2023-05-04,124,6H 20M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-04T13:00:48Z,19.999999999999982
1676,2023-06-08,159,7H 48M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-06-08T12:30:09Z,138
1677,2023-06-05,156,8H 54M 0S,2023,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-06-05T12:31:11Z,203.00000000000003
1679,2022-06-29,180,6H 9M 0S,2022,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-29T12:32:24Z,37.00000000000003
1680,2022-06-25,176,8H 12M 0S,2022,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-25T12:30:45Z,161.99999999999994
1680,2023-06-09,160,9H 41M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-06-09T12:29:53Z,252
1687,2023-06-05,156,5H 36M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-06-05T12:31:11Z,4.999999999999982
1688,2023-06-02,153,9H 22M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-06-02T12:32:32Z,230.00000000000003
1694,2023-06-01,152,8H 21M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-06-01T12:33:03Z,168
1696,2023-06-05,156,8H 6M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-06-05T12:31:11Z,154.99999999999997
1700,2023-05-04,124,9H 1M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-04T13:00:48Z,181.00000000000006
1703,2022-06-19,170,9H 17M 0S,2022,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-19T12:29:19Z,228
1704,2022-06-25,176,7H 35M 0S,2022,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-25T12:30:45Z,124.99999999999999
1717,2022-06-18,169,8H 47M 0S,2022,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-18T12:29:12Z,198
1717,2023-05-04,124,8H 32M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-04T13:00:48Z,152
1720,2023-05-10,130,8H 19M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-10T12:52:57Z,146.99999999999994
1757,2023-06-10,161,7H 37M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-06-10T12:29:40Z,128.00000000000003
1761,2022-06-14,165,6H 40M 0S,2022,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-14T12:29:06Z,71.00000000000001
1763,2023-05-23,143,7H 7M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-23T12:39:20Z,87.99999999999996
1779,2023-05-27,147,6H 21M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-27T12:36:12Z,45
1796,2023-05-19,139,8H 56M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-19T12:42:59Z,194
1814,2023-05-08,128,7H 41M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-08T12:55:28Z,106
1816,2022-06-23,174,7H 25M 0S,2022,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-23T12:30:08Z,115.00000000000001
1819,2023-06-02,153,9H 5M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-06-02T12:32:32Z,213.00000000000006
1827,2022-06-27,178,7H 9M 0S,2022,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-27T12:31:31Z,98.00000000000003
1831,2023-06-05,156,6H 46M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-06-05T12:31:11Z,75
1834,2022-06-08,159,8H 29M 0S,2022,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-08T12:30:05Z,178.99999999999994
1834,2023-06-10,161,7H 21M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-06-10T12:29:40Z,111.99999999999997
1844,2023-05-09,129,6H 51M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-09T12:54:12Z,56.99999999999996
1845,2022-06-20,171,5H 36M 0S,2022,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-20T12:29:28Z,6.999999999999975
1845,2023-05-10,130,7H 35M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-10T12:52:57Z,102.99999999999996
1849,2023-05-27,147,9H 35M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-27T12:36:12Z,239.00000000000006
1854,2023-05-25,145,8H 5M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-25T12:37:42Z,148
1878,2023-06-06,157,8H 0M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-06-06T12:30:48Z,150
1880,2023-06-06,157,7H 47M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-06-06T12:30:48Z,137
1896,2022-06-24,175,6H 47M 0S,2022,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-24T12:30:26Z,77
1897,2023-05-05,125,7H 20M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-05T12:59:26Z,80.99999999999997
1906,2023-05-18,138,8H 35M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-18T12:43:59Z,172.00000000000003
1909,2023-05-16,136,7H 14M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-16T12:46:03Z,88
1911,2022-06-18,169,9H 56M 0S,2022,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-18T12:29:12Z,267
1911,2023-05-18,138,8H 2M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-18T12:43:59Z,139
1919,2023-06-02,153,9H 44M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-06-02T12:32:32Z,251.99999999999994
1929,2023-06-10,161,8H 42M 0S,2023,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-06-10T12:29:40Z,192.99999999999994
1992,2022-06-18,169,6H 50M 0S,2022,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-18T12:29:12Z,80.99999999999997
1993,2023-06-15,166,9H 44M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-06-15T12:29:05Z,254.99999999999994
1996,2022-06-07,158,8H 38M 0S,2022,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-07T12:30:23Z,187.99999999999997
2001,2023-05-27,147,6H 47M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-27T12:36:12Z,71.00000000000001
2010,2022-06-13,164,8H 17M 0S,2022,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-13T12:29:11Z,168
2018,2023-05-09,129,8H 26M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-09T12:54:12Z,152
2019,2023-05-09,129,8H 3M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-09T12:54:12Z,129.00000000000003
2026,2022-06-25,176,6H 55M 0S,2022,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-25T12:30:45Z,85.00000000000001
2031,2023-05-25,145,6H 8M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-25T12:37:42Z,30.999999999999996
2032,2023-05-05,125,6H 30M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-05T12:59:26Z,30.999999999999996
2036,2022-06-18,169,7H 12M 0S,2022,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-18T12:29:12Z,103
2051,2022-06-09,160,7H 7M 0S,2022,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-09T12:29:50Z,97.99999999999997
2062,2022-06-18,169,6H 10M 0S,2022,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-18T12:29:12Z,41.000000000000014
2068,2022-06-30,181,6H 9M 0S,2022,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-30T12:32:54Z,37.00000000000003
2081,2023-05-23,143,9H 18M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-23T12:39:20Z,219.00000000000003
2089,2023-05-18,138,6H 20M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-18T12:43:59Z,36.99999999999997
2094,2023-05-16,136,6H 32M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-16T12:46:03Z,46
2095,2023-05-25,145,8H 25M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-25T12:37:42Z,167.99999999999994
2110,2023-06-05,156,5H 52M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-06-05T12:31:11Z,21.000000000000032
2128,2023-05-31,151,6H 59M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-31T12:33:37Z,86.00000000000001
2131,2023-06-08,159,5H 29M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-06-08T12:30:09Z,-0.9999999999999964
2134,2023-05-20,140,9H 40M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-20T12:42:02Z,237.99999999999994
2145,2022-06-25,176,6H 24M 0S,2022,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-25T12:30:45Z,54.00000000000002
2145,2023-06-05,156,6H 33M 0S,2023,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-06-05T12:31:11Z,61.99999999999999
2162,2023-05-25,145,7H 45M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-25T12:37:42Z,127.99999999999997
2181,2023-05-23,143,8H 37M 0S,2023,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-23T12:39:20Z,178
2189,2023-06-07,158,7H 26M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-06-07T12:30:28Z,116.00000000000001
2195,2022-06-13,164,6H 15M 0S,2022,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-13T12:29:11Z,46
2200,2022-06-25,176,6H 26M 0S,2022,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-25T12:30:45Z,56.000000000000014
2203,2022-06-27,178,7H 35M 0S,2022,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-27T12:31:31Z,123.99999999999999
2207,2023-06-08,159,7H 25M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-06-08T12:30:09Z,115.00000000000001
2208,2023-06-02,153,8H 43M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-06-02T12:32:32Z,191
2213,2023-05-20,140,8H 15M 0S,2023,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-20T12:42:02Z,153
2218,2023-05-03,123,8H 4M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-03T13:02:11Z,122
2227,2023-05-18,138,8H 47M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-18T12:43:59Z,184
2228,2022-06-23,174,6H 39M 0S,2022,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-23T12:30:08Z,69.00000000000003
2229,2022-06-23,174,6H 51M 0S,2022,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-23T12:30:08Z,80.99999999999997
2242,2023-06-05,156,6H 12M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-06-05T12:31:11Z,41.000000000000014
2257,2023-06-09,160,6H 26M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-06-09T12:29:53Z,57.000000000000014
2276,2023-05-10,130,6H 31M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-10T12:52:57Z,38.99999999999997
2332,2022-06-27,178,9H 25M 0S,2022,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-27T12:31:31Z,233.99999999999997
2335,2023-05-08,128,6H 23M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-08T12:55:28Z,28.000000000000007
2345,2023-05-09,129,8H 32M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-09T12:54:12Z,157.99999999999997
2370,2023-06-01,152,6H 52M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-06-01T12:33:03Z,79.00000000000004
2379,2023-05-10,130,8H 10M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-10T12:52:57Z,137.99999999999994
2382,2023-05-17,137,7H 10M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-17T12:45:00Z,85.00000000000001
