site,Count_Date,dayOfYear,Start_Time,surveyYear,Interval_1,Interval_2,Interval_3,Interval_4,Interval_5,Interval_6,Interval_7,Interval_8,Interval_9,Interval_10,Interval_11,Interval_12,Interval_13,Interval_14,Interval_15,Interval_16,Interval_17,Interval_18,Interval_19,Interval_20,Interval_21,Interval_22,Interval_23,Interval_24,sunrise,mas
2405,2022-06-25,176,9H 14M 0S,2022,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-25T12:30:45Z,223.99999999999994
2407,2022-06-08,159,6H 7M 0S,2022,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-08T12:30:05Z,36.99999999999997
2409,2022-06-24,175,6H 21M 0S,2022,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-24T12:30:26Z,50.99999999999998
2420,2023-05-23,143,6H 52M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-23T12:39:20Z,73
2432,2022-06-24,175,6H 5M 0S,2022,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-24T12:30:26Z,34.999999999999986
2432,2023-05-03,123,6H 26M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-03T13:02:11Z,24.00000000000002
2443,2023-05-18,138,8H 16M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-18T12:43:59Z,153.00000000000006
2447,2022-06-23,174,8H 17M 0S,2022,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-23T12:30:08Z,167
2450,2022-06-24,175,7H 59M 0S,2022,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-24T12:30:26Z,149
2451,2023-05-24,144,9H 49M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-24T12:38:30Z,251
2452,2022-06-23,174,7H 10M 0S,2022,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-23T12:30:08Z,100.00000000000001
2503,2022-06-13,164,5H 45M 0S,2022,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-13T12:29:11Z,15.999999999999996
2506,2023-06-01,152,7H 39M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-06-01T12:33:03Z,126.00000000000003
2541,2022-06-08,159,7H 45M 0S,2022,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-08T12:30:05Z,135
2558,2022-06-09,160,6H 41M 0S,2022,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-09T12:29:50Z,72.00000000000001
2560,2023-05-04,124,6H 32M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-04T13:00:48Z,31.999999999999993
2574,2022-06-08,159,6H 37M 0S,2022,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-08T12:30:05Z,67.00000000000003
2583,2023-05-18,138,6H 48M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-18T12:43:59Z,64.99999999999999
2584,2023-05-18,138,6H 32M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-18T12:43:59Z,48.999999999999986
2585,2023-05-10,130,8H 45M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-10T12:52:57Z,172.99999999999997
2603,2023-05-16,136,6H 10M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-16T12:46:03Z,24.00000000000002
2613,2023-05-06,126,9H 9M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-06T12:58:05Z,191
2645,2023-05-10,130,9H 25M 0S,2023,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-10T12:52:57Z,212.99999999999994
2666,2023-06-11,162,6H 20M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-06-11T12:29:28Z,50.99999999999998
2696,2023-06-05,156,7H 35M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-06-05T12:31:11Z,123.99999999999999
2698,2023-05-03,123,7H 6M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-03T13:02:11Z,63.999999999999986
2712,2023-06-15,166,6H 30M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-06-15T12:29:05Z,61
2727,2023-06-08,159,9H 15M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-06-08T12:30:09Z,225
2728,2023-06-08,159,6H 14M 0S,2023,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-06-08T12:30:09Z,44
2733,2023-05-17,137,6H 55M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-17T12:45:00Z,70.00000000000001
2741,2022-06-26,177,7H 13M 0S,2022,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-26T12:31:07Z,102.00000000000001
2751,2023-06-06,157,6H 51M 0S,2023,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-06-06T12:30:48Z,80.99999999999997
2771,2023-05-10,130,7H 36M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-10T12:52:57Z,103.99999999999994
2774,2023-06-02,153,7H 45M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-06-02T12:32:32Z,133
2789,2023-05-17,137,7H 35M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-17T12:45:00Z,109.99999999999999
2791,2023-06-10,161,5H 42M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-06-10T12:29:40Z,13.000000000000007
2792,2023-06-10,161,6H 9M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-06-10T12:29:40Z,40.000000000000014
2814,2023-05-23,143,7H 10M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-23T12:39:20Z,91
2821,2022-06-19,170,6H 43M 0S,2022,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-19T12:29:19Z,74
2825,2022-06-16,167,9H 0M 0S,2022,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-16T12:29:05Z,211
2831,2022-06-27,178,8H 12M 0S,2022,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-27T12:31:31Z,160.99999999999997
2839,2023-06-01,152,9H 42M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-06-01T12:33:03Z,248.99999999999997
2878,2022-06-25,176,7H 48M 0S,2022,1,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-25T12:30:45Z,138
2893,2023-06-05,156,6H 27M 0S,2023,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-06-05T12:31:11Z,56.000000000000014
2932,2023-05-31,151,7H 48M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-31T12:33:37Z,135
2946,2022-06-22,173,7H 16M 0S,2022,2,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-22T12:29:53Z,107
2979,2023-06-02,153,6H 0M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-06-02T12:32:32Z,28.000000000000007
2987,2023-06-05,156,7H 50M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-06-05T12:31:11Z,139
2991,2022-06-29,180,5H 57M 0S,2022,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-29T12:32:24Z,25.000000000000018
3032,2023-05-04,124,7H 42M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-04T13:00:48Z,102.00000000000001
3035,2023-05-30,150,7H 25M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-30T12:34:12Z,111.00000000000003
3038,2022-06-09,160,6H 9M 0S,2022,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-09T12:29:50Z,40.000000000000014
3047,2022-06-29,180,6H 45M 0S,2022,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-29T12:32:24Z,73
3048,2023-05-17,137,7H 50M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-17T12:45:00Z,124.99999999999999
3056,2022-06-24,175,5H 56M 0S,2022,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-24T12:30:26Z,26.000000000000014
3056,2023-05-03,123,8H 32M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-03T13:02:11Z,150
3061,2023-05-23,143,8H 28M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-23T12:39:20Z,169
3063,2023-06-10,161,6H 28M 0S,2023,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-06-10T12:29:40Z,59
3064,2023-06-10,161,6H 51M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-06-10T12:29:40Z,81.99999999999997
3086,2022-06-24,175,7H 15M 0S,2022,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-24T12:30:26Z,105
3132,2023-05-28,148,5H 48M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-28T12:35:30Z,13.000000000000007
3153,2022-06-14,165,6H 9M 0S,2022,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-14T12:29:06Z,40.000000000000014
3154,2022-06-26,177,7H 47M 0S,2022,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-26T12:31:07Z,136
3157,2023-05-28,148,8H 56M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-28T12:35:30Z,201.00000000000003
3166,2022-06-10,161,7H 48M 0S,2022,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-10T12:29:36Z,139
3170,2023-06-05,156,7H 30M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-06-05T12:31:11Z,119
3214,2022-06-18,169,9H 38M 0S,2022,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-18T12:29:12Z,248.99999999999997
3214,2023-05-08,128,8H 56M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-08T12:55:28Z,181
3238,2022-06-19,170,8H 19M 0S,2022,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-19T12:29:19Z,169.99999999999997
3238,2023-06-07,158,7H 7M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-06-07T12:30:28Z,96.99999999999997
3241,2023-06-07,158,6H 25M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-06-07T12:30:28Z,55.000000000000014
3242,2022-06-19,170,8H 33M 0S,2022,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-19T12:29:19Z,184.00000000000003
3255,2023-05-24,144,7H 25M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-24T12:38:30Z,107.00000000000004
3256,2023-05-24,144,7H 47M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-24T12:38:30Z,129.00000000000003
3278,2022-06-29,180,5H 34M 0S,2022,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-29T12:32:24Z,1.999999999999993
3284,2023-05-30,150,8H 8M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-30T12:34:12Z,154
3292,2023-06-15,166,7H 14M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-06-15T12:29:05Z,105
3293,2023-06-15,166,7H 0M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-06-15T12:29:05Z,91
3327,2023-05-24,144,8H 14M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-24T12:38:30Z,155.99999999999997
3367,2022-06-22,173,6H 58M 0S,2022,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-22T12:29:53Z,89
3368,2023-06-05,156,7H 9M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-06-05T12:31:11Z,98.00000000000003
3421,2022-06-23,174,9H 45M 0S,2022,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-23T12:30:08Z,255
3433,2023-06-02,153,7H 17M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-06-02T12:32:32Z,105
3469,2023-05-23,143,6H 35M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-23T12:39:20Z,55.99999999999996
3478,2022-06-25,176,8H 56M 0S,2022,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-25T12:30:45Z,206
3478,2023-05-09,129,9H 32M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-09T12:54:12Z,217.99999999999997
3485,2023-05-31,151,7H 32M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-31T12:33:37Z,119
3501,2022-06-19,170,8H 38M 0S,2022,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-19T12:29:19Z,188.99999999999997
3501,2023-05-09,129,6H 52M 0S,2023,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-09T12:54:12Z,58.00000000000001
3526,2023-06-07,158,6H 5M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-06-07T12:30:28Z,34.999999999999986
3538,2023-05-27,147,8H 39M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-27T12:36:12Z,183.00000000000006
3539,2022-06-18,169,5H 31M 0S,2022,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-18T12:29:12Z,1.999999999999993
3562,2022-06-24,175,5H 40M 0S,2022,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-24T12:30:26Z,10.000000000000018
3572,2023-06-02,153,9H 5M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-06-02T12:32:32Z,213.00000000000006
3581,2023-05-26,146,6H 15M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-26T12:36:56Z,39.00000000000002
3586,2022-06-29,180,9H 11M 0S,2022,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-29T12:32:24Z,219.00000000000003
3604,2022-06-19,170,7H 58M 0S,2022,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-19T12:29:19Z,149
3617,2022-06-26,177,8H 14M 0S,2022,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-26T12:31:07Z,162.99999999999994
3653,2022-06-14,165,8H 0M 0S,2022,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-14T12:29:06Z,151
3679,2022-06-09,160,7H 39M 0S,2022,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-09T12:29:50Z,130.00000000000003
3690,2022-06-18,169,6H 31M 0S,2022,2,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-18T12:29:12Z,61.99999999999999
3698,2023-05-30,150,6H 45M 0S,2023,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-30T12:34:12Z,71.00000000000001
3709,2022-06-16,167,7H 22M 0S,2022,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-16T12:29:05Z,112.99999999999997
3713,2022-06-16,167,7H 28M 0S,2022,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-16T12:29:05Z,119
3716,2023-05-17,137,6H 22M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-17T12:45:00Z,36.99999999999997
3719,2022-06-13,164,5H 42M 0S,2022,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-13T12:29:11Z,13.000000000000007
3737,2022-06-29,180,8H 46M 0S,2022,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-29T12:32:24Z,194.00000000000006
3746,2023-05-31,151,6H 55M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-31T12:33:37Z,82.00000000000003
3751,2023-05-09,129,7H 5M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-09T12:54:12Z,70.99999999999996
3759,2022-06-20,171,7H 35M 0S,2022,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-20T12:29:28Z,125.99999999999997
3759,2023-06-13,164,6H 12M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-06-13T12:29:12Z,43.00000000000001
3771,2022-06-30,181,5H 57M 0S,2022,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-30T12:32:54Z,25.000000000000018
3784,2023-06-11,162,6H 43M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-06-11T12:29:28Z,74
3797,2023-05-28,148,9H 33M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-28T12:35:30Z,238.00000000000006
3808,2023-05-25,145,6H 38M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-25T12:37:42Z,60.99999999999994
3838,2023-05-18,138,6H 55M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-18T12:43:59Z,72.00000000000001
3840,2023-05-03,123,9H 46M 0S,2023,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-03T13:02:11Z,224.00000000000006
3854,2023-05-10,130,7H 20M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-10T12:52:57Z,87.99999999999996
3855,2022-06-16,167,6H 34M 0S,2022,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-16T12:29:05Z,64.99999999999999
3873,2022-06-28,179,6H 45M 0S,2022,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-28T12:31:57Z,74
3880,2023-06-05,156,7H 54M 0S,2023,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-06-05T12:31:11Z,143.00000000000003
3881,2022-06-22,173,7H 34M 0S,2022,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-22T12:29:53Z,124.99999999999999
