"","Lark_ID","firstInterval","firstDet","site","Count_Date","Start_Time","dayOfYear","surveyYear","Interval_1","Interval_2","Interval_3","Interval_4"
"273",NA,NA,NA,"4928",2022-06-29,6H 31M 0S,180,2022,NA,NA,NA,NA
"274",NA,NA,NA,"4937",2022-06-22,6H 38M 0S,173,2022,NA,NA,NA,NA
"275",NA,NA,NA,"5180",2022-06-26,8H 38M 0S,177,2022,NA,NA,NA,NA
"276",NA,NA,NA,"5249",2022-06-16,7H 11M 0S,167,2022,NA,NA,NA,NA
"277",NA,NA,NA,"5257",2022-06-26,6H 8M 0S,177,2022,NA,NA,NA,NA
"278",NA,NA,NA,"5335",2022-06-26,6H 47M 0S,177,2022,NA,NA,NA,NA
"279",NA,NA,NA,"5410",2022-06-16,5H 32M 0S,167,2022,NA,NA,NA,NA
"280",NA,NA,NA,"5469",2022-06-23,7H 57M 0S,174,2022,NA,NA,NA,NA
"281",NA,NA,NA,"5648",2022-06-19,7H 36M 0S,170,2022,NA,NA,NA,NA
"282",NA,NA,NA,"3",2023-05-31,8H 59M 0S,151,2023,NA,NA,NA,NA
"283",NA,NA,NA,"146",2023-05-31,8H 24M 0S,151,2023,NA,NA,NA,NA
"284",NA,NA,NA,"246",2023-05-28,8H 7M 0S,148,2023,NA,NA,NA,NA
"285",NA,NA,NA,"368",2023-05-30,5H 42M 0S,150,2023,NA,NA,NA,NA
"286",NA,NA,NA,"390",2023-05-30,8H 56M 0S,150,2023,NA,NA,NA,NA
"287",NA,NA,NA,"441",2023-05-30,8H 19M 0S,150,2023,NA,NA,NA,NA
"288",NA,NA,NA,"475",2023-05-30,6H 9M 0S,150,2023,NA,NA,NA,NA
"289",NA,NA,NA,"518",2023-05-28,7H 3M 0S,148,2023,NA,NA,NA,NA
"290",NA,NA,NA,"558",2023-05-05,6H 50M 0S,125,2023,NA,NA,NA,NA
"291",NA,NA,NA,"568",2023-05-23,9H 50M 0S,143,2023,NA,NA,NA,NA
"292",NA,NA,NA,"626",2023-05-27,7H 10M 0S,147,2023,NA,NA,NA,NA
"293",NA,NA,NA,"1133",2023-05-23,8H 0M 0S,143,2023,NA,NA,NA,NA
"294",NA,NA,NA,"1255",2023-05-27,5H 57M 0S,147,2023,NA,NA,NA,NA
"295",NA,NA,NA,"1648",2023-05-27,8H 56M 0S,147,2023,NA,NA,NA,NA
"296",NA,NA,NA,"1779",2023-05-27,6H 21M 0S,147,2023,NA,NA,NA,NA
"297",NA,NA,NA,"1849",2023-05-27,9H 35M 0S,147,2023,NA,NA,NA,NA
"298",NA,NA,NA,"2001",2023-05-27,6H 47M 0S,147,2023,NA,NA,NA,NA
"299",NA,NA,NA,"2081",2023-05-23,9H 18M 0S,143,2023,NA,NA,NA,NA
"300",NA,NA,NA,"2128",2023-05-31,6H 59M 0S,151,2023,NA,NA,NA,NA
"301",NA,NA,NA,"2774",2023-06-02,7H 45M 0S,153,2023,NA,NA,NA,NA
"302",NA,NA,NA,"2932",2023-05-31,7H 48M 0S,151,2023,NA,NA,NA,NA
"303",NA,NA,NA,"2979",2023-06-02,6H 0M 0S,153,2023,NA,NA,NA,NA
"304",NA,NA,NA,"3061",2023-05-23,8H 28M 0S,143,2023,NA,NA,NA,NA
"305",NA,NA,NA,"3132",2023-05-28,5H 48M 0S,148,2023,NA,NA,NA,NA
"306",NA,NA,NA,"3157",2023-05-28,8H 56M 0S,148,2023,NA,NA,NA,NA
"307",NA,NA,NA,"3433",2023-06-02,7H 17M 0S,153,2023,NA,NA,NA,NA
"308",NA,NA,NA,"3538",2023-05-27,8H 39M 0S,147,2023,NA,NA,NA,NA
"309",NA,NA,NA,"3797",2023-05-28,9H 33M 0S,148,2023,NA,NA,NA,NA
"310",NA,NA,NA,"3908",2023-05-30,7H 51M 0S,150,2023,NA,NA,NA,NA
"311",NA,NA,NA,"3912",2023-05-31,6H 40M 0S,151,2023,NA,NA,NA,NA
"312",NA,NA,NA,"4039",2023-05-30,7H 0M 0S,150,2023,NA,NA,NA,NA
"313",NA,NA,NA,"4187",2023-05-28,6H 13M 0S,148,2023,NA,NA,NA,NA
"314",NA,NA,NA,"4394",2023-06-13,8H 6M 0S,164,2023,NA,NA,NA,NA
"315",NA,NA,NA,"5764",2023-05-27,7H 46M 0S,147,2023,NA,NA,NA,NA
"316",NA,NA,NA,"543",2023-06-06,7H 16M 0S,157,2023,NA,NA,NA,NA
"317",NA,NA,NA,"601",2023-06-08,8H 8M 0S,159,2023,NA,NA,NA,NA
"318",NA,NA,NA,"658",2023-05-10,9H 3M 0S,130,2023,NA,NA,NA,NA
"319",NA,NA,NA,"708",2023-05-03,7H 27M 0S,123,2023,NA,NA,NA,NA
"320",NA,NA,NA,"720",2023-05-08,9H 12M 0S,128,2023,NA,NA,NA,NA
"321",NA,NA,NA,"735",2023-06-15,9H 29M 0S,166,2023,NA,NA,NA,NA
"322",NA,NA,NA,"748",2023-06-08,6H 22M 0S,159,2023,NA,NA,NA,NA
"323",NA,NA,NA,"844",2023-05-19,6H 43M 0S,139,2023,NA,NA,NA,NA
"324",NA,NA,NA,"872",2023-06-05,7H 19M 0S,156,2023,NA,NA,NA,NA
"325",NA,NA,NA,"907",2023-06-15,8H 45M 0S,166,2023,NA,NA,NA,NA
"326",NA,NA,NA,"948",2023-05-09,9H 1M 0S,129,2023,NA,NA,NA,NA
"327",NA,NA,NA,"967",2023-06-06,7H 33M 0S,157,2023,NA,NA,NA,NA
"328",NA,NA,NA,"1019",2023-05-18,8H 27M 0S,138,2023,NA,NA,NA,NA
"329",NA,NA,NA,"1041",2023-05-03,8H 4M 0S,123,2023,NA,NA,NA,NA
"330",NA,NA,NA,"1067",2023-06-08,8H 42M 0S,159,2023,NA,NA,NA,NA
"331",NA,NA,NA,"1109",2023-05-19,9H 12M 0S,139,2023,NA,NA,NA,NA
"332",NA,NA,NA,"1123",2023-06-09,8H 22M 0S,160,2023,NA,NA,NA,NA
"333",NA,NA,NA,"1144",2023-05-20,5H 51M 0S,140,2023,NA,NA,NA,NA
"334",NA,NA,NA,"1261",2023-05-18,7H 26M 0S,138,2023,NA,NA,NA,NA
"335",NA,NA,NA,"1262",2023-05-18,7H 42M 0S,138,2023,NA,NA,NA,NA
"336",NA,NA,NA,"1270",2023-05-20,7H 25M 0S,140,2023,NA,NA,NA,NA
"337",NA,NA,NA,"1292",2023-05-17,6H 30M 0S,137,2023,NA,NA,NA,NA
"338",NA,NA,NA,"1306",2023-05-08,7H 10M 0S,128,2023,NA,NA,NA,NA
"339",NA,NA,NA,"1325",2023-06-08,5H 45M 0S,159,2023,NA,NA,NA,NA
"340",NA,NA,NA,"1345",2023-06-15,8H 12M 0S,166,2023,NA,NA,NA,NA
"341",NA,NA,NA,"1375",2023-06-09,7H 7M 0S,160,2023,NA,NA,NA,NA
"342",NA,NA,NA,"1386",2023-06-15,8H 30M 0S,166,2023,NA,NA,NA,NA
"343",NA,NA,NA,"1387",2023-05-08,7H 48M 0S,128,2023,NA,NA,NA,NA
"344",NA,NA,NA,"1402",2023-05-04,8H 8M 0S,124,2023,NA,NA,NA,NA
"345",NA,NA,NA,"1419",2023-05-10,6H 40M 0S,130,2023,NA,NA,NA,NA
"346",NA,NA,NA,"1444",2023-05-20,9H 16M 0S,140,2023,NA,NA,NA,NA
"347",NA,NA,NA,"1467",2023-06-06,6H 43M 0S,157,2023,NA,NA,NA,NA
"348",NA,NA,NA,"1485",2023-05-08,7H 30M 0S,128,2023,NA,NA,NA,NA
"349",NA,NA,NA,"1515",2023-05-20,6H 7M 0S,140,2023,NA,NA,NA,NA
"350",NA,NA,NA,"1531",2023-05-18,8H 50M 0S,138,2023,NA,NA,NA,NA
"351",NA,NA,NA,"1664",2023-05-18,7H 15M 0S,138,2023,NA,NA,NA,NA
"352",NA,NA,NA,"1665",2023-06-15,9H 14M 0S,166,2023,NA,NA,NA,NA
"353",NA,NA,NA,"1670",2023-05-04,6H 20M 0S,124,2023,NA,NA,NA,NA
"354",NA,NA,NA,"1676",2023-06-08,7H 48M 0S,159,2023,NA,NA,NA,NA
"355",NA,NA,NA,"1680",2023-06-09,9H 41M 0S,160,2023,NA,NA,NA,NA
"356",NA,NA,NA,"1687",2023-06-05,5H 36M 0S,156,2023,NA,NA,NA,NA
"357",NA,NA,NA,"1688",2023-06-02,9H 22M 0S,153,2023,NA,NA,NA,NA
"358",NA,NA,NA,"1696",2023-06-05,8H 6M 0S,156,2023,NA,NA,NA,NA
"359",NA,NA,NA,"1700",2023-05-04,9H 1M 0S,124,2023,NA,NA,NA,NA
"360",NA,NA,NA,"1717",2023-05-04,8H 32M 0S,124,2023,NA,NA,NA,NA
"361",NA,NA,NA,"1720",2023-05-10,8H 19M 0S,130,2023,NA,NA,NA,NA
"362",NA,NA,NA,"1757",2023-06-10,7H 37M 0S,161,2023,NA,NA,NA,NA
"363",NA,NA,NA,"1796",2023-05-19,8H 56M 0S,139,2023,NA,NA,NA,NA
"364",NA,NA,NA,"1814",2023-05-08,7H 41M 0S,128,2023,NA,NA,NA,NA
"365",NA,NA,NA,"1819",2023-06-02,9H 5M 0S,153,2023,NA,NA,NA,NA
"366",NA,NA,NA,"1834",2023-06-10,7H 21M 0S,161,2023,NA,NA,NA,NA
"367",NA,NA,NA,"1844",2023-05-09,6H 51M 0S,129,2023,NA,NA,NA,NA
"368",NA,NA,NA,"1845",2023-05-10,7H 35M 0S,130,2023,NA,NA,NA,NA
"369",NA,NA,NA,"1878",2023-06-06,8H 0M 0S,157,2023,NA,NA,NA,NA
"370",NA,NA,NA,"1880",2023-06-06,7H 47M 0S,157,2023,NA,NA,NA,NA
"371",NA,NA,NA,"1897",2023-05-05,7H 20M 0S,125,2023,NA,NA,NA,NA
"372",NA,NA,NA,"1906",2023-05-18,8H 35M 0S,138,2023,NA,NA,NA,NA
"373",NA,NA,NA,"1909",2023-05-16,7H 14M 0S,136,2023,NA,NA,NA,NA
"374",NA,NA,NA,"1911",2023-05-18,8H 2M 0S,138,2023,NA,NA,NA,NA
"375",NA,NA,NA,"1919",2023-06-02,9H 44M 0S,153,2023,NA,NA,NA,NA
"376",NA,NA,NA,"1993",2023-06-15,9H 44M 0S,166,2023,NA,NA,NA,NA
"377",NA,NA,NA,"2018",2023-05-09,8H 26M 0S,129,2023,NA,NA,NA,NA
"378",NA,NA,NA,"2019",2023-05-09,8H 3M 0S,129,2023,NA,NA,NA,NA
"379",NA,NA,NA,"2032",2023-05-05,6H 30M 0S,125,2023,NA,NA,NA,NA
"380",NA,NA,NA,"2089",2023-05-18,6H 20M 0S,138,2023,NA,NA,NA,NA
"381",NA,NA,NA,"2094",2023-05-16,6H 32M 0S,136,2023,NA,NA,NA,NA
"382",NA,NA,NA,"2110",2023-06-05,5H 52M 0S,156,2023,NA,NA,NA,NA
"383",NA,NA,NA,"2131",2023-06-08,5H 29M 0S,159,2023,NA,NA,NA,NA
"384",NA,NA,NA,"2134",2023-05-20,9H 40M 0S,140,2023,NA,NA,NA,NA
"385",NA,NA,NA,"2207",2023-06-08,7H 25M 0S,159,2023,NA,NA,NA,NA
"386",NA,NA,NA,"2208",2023-06-02,8H 43M 0S,153,2023,NA,NA,NA,NA
"387",NA,NA,NA,"2218",2023-05-03,8H 4M 0S,123,2023,NA,NA,NA,NA
"388",NA,NA,NA,"2227",2023-05-18,8H 47M 0S,138,2023,NA,NA,NA,NA
"389",NA,NA,NA,"2257",2023-06-09,6H 26M 0S,160,2023,NA,NA,NA,NA
"390",NA,NA,NA,"2335",2023-05-08,6H 23M 0S,128,2023,NA,NA,NA,NA
"391",NA,NA,NA,"2382",2023-05-17,7H 10M 0S,137,2023,NA,NA,NA,NA
"392",NA,NA,NA,"2420",2023-05-23,6H 52M 0S,143,2023,NA,NA,NA,NA
"393",NA,NA,NA,"2432",2023-05-03,6H 26M 0S,123,2023,NA,NA,NA,NA
"394",NA,NA,NA,"2443",2023-05-18,8H 16M 0S,138,2023,NA,NA,NA,NA
"395",NA,NA,NA,"2560",2023-05-04,6H 32M 0S,124,2023,NA,NA,NA,NA
"396",NA,NA,NA,"2583",2023-05-18,6H 48M 0S,138,2023,NA,NA,NA,NA
"397",NA,NA,NA,"2584",2023-05-18,6H 32M 0S,138,2023,NA,NA,NA,NA
"398",NA,NA,NA,"2603",2023-05-16,6H 10M 0S,136,2023,NA,NA,NA,NA
"399",NA,NA,NA,"2613",2023-05-06,9H 9M 0S,126,2023,NA,NA,NA,NA
"400",NA,NA,NA,"2696",2023-06-05,7H 35M 0S,156,2023,NA,NA,NA,NA
"401",NA,NA,NA,"2698",2023-05-03,7H 6M 0S,123,2023,NA,NA,NA,NA
"402",NA,NA,NA,"2727",2023-06-08,9H 15M 0S,159,2023,NA,NA,NA,NA
"403",NA,NA,NA,"2733",2023-05-17,6H 55M 0S,137,2023,NA,NA,NA,NA
"404",NA,NA,NA,"2789",2023-05-17,7H 35M 0S,137,2023,NA,NA,NA,NA
"405",NA,NA,NA,"2791",2023-06-10,5H 42M 0S,161,2023,NA,NA,NA,NA
"406",NA,NA,NA,"2792",2023-06-10,6H 9M 0S,161,2023,NA,NA,NA,NA
"407",NA,NA,NA,"2814",2023-05-23,7H 10M 0S,143,2023,NA,NA,NA,NA
"408",NA,NA,NA,"2987",2023-06-05,7H 50M 0S,156,2023,NA,NA,NA,NA
"409",NA,NA,NA,"3048",2023-05-17,7H 50M 0S,137,2023,NA,NA,NA,NA
"410",NA,NA,NA,"3064",2023-06-10,6H 51M 0S,161,2023,NA,NA,NA,NA
"411",NA,NA,NA,"3214",2023-05-08,8H 56M 0S,128,2023,NA,NA,NA,NA
"412",NA,NA,NA,"3469",2023-05-23,6H 35M 0S,143,2023,NA,NA,NA,NA
"413",NA,NA,NA,"3478",2023-05-09,9H 32M 0S,129,2023,NA,NA,NA,NA
"414",NA,NA,NA,"3751",2023-05-09,7H 5M 0S,129,2023,NA,NA,NA,NA
"415",NA,NA,NA,"3838",2023-05-18,6H 55M 0S,138,2023,NA,NA,NA,NA
"416",NA,NA,NA,"4048",2023-05-08,8H 41M 0S,128,2023,NA,NA,NA,NA
"417",NA,NA,NA,"4174",2023-06-02,7H 37M 0S,153,2023,NA,NA,NA,NA
"418",NA,NA,NA,"4179",2023-05-20,7H 48M 0S,140,2023,NA,NA,NA,NA
"419",NA,NA,NA,"4180",2023-05-10,9H 46M 0S,130,2023,NA,NA,NA,NA
"420",NA,NA,NA,"4321",2023-05-30,8H 30M 0S,150,2023,NA,NA,NA,NA
"421",NA,NA,NA,"4383",2023-05-10,8H 42M 0S,130,2023,NA,NA,NA,NA
"422",NA,NA,NA,"4408",2023-06-08,7H 9M 0S,159,2023,NA,NA,NA,NA
"423",NA,NA,NA,"4416",2023-05-20,9H 0M 0S,140,2023,NA,NA,NA,NA
"424",NA,NA,NA,"4478",2023-06-13,8H 26M 0S,164,2023,NA,NA,NA,NA
"425",NA,NA,NA,"4603",2023-05-14,7H 36M 0S,134,2023,NA,NA,NA,NA
"426",NA,NA,NA,"4669",2023-05-16,7H 32M 0S,136,2023,NA,NA,NA,NA
"427",NA,NA,NA,"4844",2023-06-13,8H 50M 0S,164,2023,NA,NA,NA,NA
"428",NA,NA,NA,"4914",2023-05-05,7H 41M 0S,125,2023,NA,NA,NA,NA
"429",NA,NA,NA,"4991",2023-06-08,6H 37M 0S,159,2023,NA,NA,NA,NA
"430",NA,NA,NA,"5043",2023-06-13,6H 10M 0S,164,2023,NA,NA,NA,NA
"431",NA,NA,NA,"5052",2023-06-06,5H 45M 0S,157,2023,NA,NA,NA,NA
"432",NA,NA,NA,"5055",2023-06-06,6H 0M 0S,157,2023,NA,NA,NA,NA
"433",NA,NA,NA,"5058",2023-05-20,6H 52M 0S,140,2023,NA,NA,NA,NA
"434",NA,NA,NA,"5070",2023-05-23,6H 13M 0S,143,2023,NA,NA,NA,NA
"435",NA,NA,NA,"5082",2023-05-04,7H 48M 0S,124,2023,NA,NA,NA,NA
"436",NA,NA,NA,"5094",2023-06-08,8H 44M 0S,159,2023,NA,NA,NA,NA
"437",NA,NA,NA,"5115",2023-05-19,6H 23M 0S,139,2023,NA,NA,NA,NA
"438",NA,NA,NA,"5116",2023-05-19,8H 32M 0S,139,2023,NA,NA,NA,NA
"439",NA,NA,NA,"5146",2023-05-16,5H 51M 0S,136,2023,NA,NA,NA,NA
"440",NA,NA,NA,"5242",2023-06-02,6H 43M 0S,153,2023,NA,NA,NA,NA
"441",NA,NA,NA,"5267",2023-05-17,8H 28M 0S,137,2023,NA,NA,NA,NA
"442",NA,NA,NA,"5268",2023-05-17,8H 15M 0S,137,2023,NA,NA,NA,NA
"443",NA,NA,NA,"5280",2023-05-18,7H 5M 0S,138,2023,NA,NA,NA,NA
"444",NA,NA,NA,"5298",2023-05-17,9H 0M 0S,137,2023,NA,NA,NA,NA
"445",NA,NA,NA,"5299",2023-05-17,8H 45M 0S,137,2023,NA,NA,NA,NA
"446",NA,NA,NA,"5303",2023-05-18,7H 40M 0S,138,2023,NA,NA,NA,NA
"447",NA,NA,NA,"5320",2023-05-10,7H 14M 0S,130,2023,NA,NA,NA,NA
"448",NA,NA,NA,"5464",2023-06-02,8H 3M 0S,153,2023,NA,NA,NA,NA
"449",NA,NA,NA,"5483",2023-05-08,6H 45M 0S,128,2023,NA,NA,NA,NA
"450",NA,NA,NA,"5495",2023-06-08,6H 3M 0S,159,2023,NA,NA,NA,NA
"451",NA,NA,NA,"5519",2023-05-04,7H 17M 0S,124,2023,NA,NA,NA,NA
"452",NA,NA,NA,"5543",2023-05-20,7H 7M 0S,140,2023,NA,NA,NA,NA
"453",NA,NA,NA,"5556",2023-05-16,8H 10M 0S,136,2023,NA,NA,NA,NA
"454",NA,NA,NA,"5613",2023-05-10,7H 54M 0S,130,2023,NA,NA,NA,NA
"455",NA,NA,NA,"5632",2023-06-09,7H 59M 0S,160,2023,NA,NA,NA,NA
"456",NA,NA,NA,"5684",2023-05-09,7H 31M 0S,129,2023,NA,NA,NA,NA
"457",NA,NA,NA,"5724",2023-05-04,6H 56M 0S,124,2023,NA,NA,NA,NA
"458",NA,NA,NA,"5742",2023-05-20,8H 40M 0S,140,2023,NA,NA,NA,NA
"459",NA,NA,NA,"5774",2023-05-18,8H 2M 0S,138,2023,NA,NA,NA,NA
"460",NA,NA,NA,"5798",2023-06-05,6H 9M 0S,156,2023,NA,NA,NA,NA
"461",NA,NA,NA,"5803",2023-06-10,8H 26M 0S,161,2023,NA,NA,NA,NA
"462",NA,NA,NA,"5819",2023-06-05,6H 56M 0S,156,2023,NA,NA,NA,NA
"463",NA,NA,NA,"5827",2023-06-02,7H 2M 0S,153,2023,NA,NA,NA,NA
"464",NA,NA,NA,"5828",2023-06-02,7H 19M 0S,153,2023,NA,NA,NA,NA
"465",NA,NA,NA,"5839",2023-06-09,7H 28M 0S,160,2023,NA,NA,NA,NA
"466",NA,NA,NA,"5843",2023-05-03,6H 50M 0S,123,2023,NA,NA,NA,NA
"467",NA,NA,NA,"5845",2023-05-08,8H 10M 0S,128,2023,NA,NA,NA,NA
"468",NA,NA,NA,"947",2023-06-02,8H 20M 0S,153,2023,NA,NA,NA,NA
"469",NA,NA,NA,"5727",2023-06-06,6H 34M 0S,157,2023,NA,NA,NA,NA
"470",NA,NA,NA,"7",2023-05-22,6H 2M 0S,142,2023,NA,NA,NA,NA
"471",NA,NA,NA,"32",2023-05-22,7H 47M 0S,142,2023,NA,NA,NA,NA
"472",NA,NA,NA,"41",2023-05-22,6H 55M 0S,142,2023,NA,NA,NA,NA
"473",NA,NA,NA,"49",2023-05-22,7H 25M 0S,142,2023,NA,NA,NA,NA
"474",NA,NA,NA,"272",2023-05-22,9H 15M 0S,142,2023,NA,NA,NA,NA
"475",NA,NA,NA,"276",2023-05-22,9H 30M 0S,142,2023,NA,NA,NA,NA
"476",NA,NA,NA,"404",2023-06-11,7H 50M 0S,162,2023,NA,NA,NA,NA
"477",NA,NA,NA,"570",2023-05-14,9H 13M 0S,134,2023,NA,NA,NA,NA
"478",NA,NA,NA,"608",2023-05-30,7H 46M 0S,150,2023,NA,NA,NA,NA
"479",NA,NA,NA,"620",2023-05-04,6H 30M 0S,124,2023,NA,NA,NA,NA
"480",NA,NA,NA,"642",2023-05-17,8H 3M 0S,137,2023,NA,NA,NA,NA
"481",NA,NA,NA,"680",2023-05-14,9H 36M 0S,134,2023,NA,NA,NA,NA
"482",NA,NA,NA,"835",2023-05-17,7H 15M 0S,137,2023,NA,NA,NA,NA
"483",NA,NA,NA,"840",2023-05-14,8H 12M 0S,134,2023,NA,NA,NA,NA
"484",NA,NA,NA,"980",2023-05-30,6H 30M 0S,150,2023,NA,NA,NA,NA
"485",NA,NA,NA,"1010",2023-05-10,9H 5M 0S,130,2023,NA,NA,NA,NA
"486",NA,NA,NA,"1069",2023-05-22,8H 30M 0S,142,2023,NA,NA,NA,NA
"487",NA,NA,NA,"1089",2023-05-03,8H 57M 0S,123,2023,NA,NA,NA,NA
"488",NA,NA,NA,"1091",2023-05-25,7H 20M 0S,145,2023,NA,NA,NA,NA
"489",NA,NA,NA,"1194",2023-05-09,6H 31M 0S,129,2023,NA,NA,NA,NA
"490",NA,NA,NA,"1233",2023-05-30,9H 30M 0S,150,2023,NA,NA,NA,NA
"491",NA,NA,NA,"1251",2023-05-04,6H 8M 0S,124,2023,NA,NA,NA,NA
"492",NA,NA,NA,"1380",2023-05-23,7H 45M 0S,143,2023,NA,NA,NA,NA
"493",NA,NA,NA,"1414",2023-05-27,8H 57M 0S,147,2023,NA,NA,NA,NA
"494",NA,NA,NA,"1577",2023-06-05,8H 35M 0S,156,2023,NA,NA,NA,NA
"495",NA,NA,NA,"1603",2023-05-03,6H 29M 0S,123,2023,NA,NA,NA,NA
"496",NA,NA,NA,"1694",2023-06-01,8H 21M 0S,152,2023,NA,NA,NA,NA
"497",NA,NA,NA,"1763",2023-05-23,7H 7M 0S,143,2023,NA,NA,NA,NA
"498",NA,NA,NA,"1831",2023-06-05,6H 46M 0S,156,2023,NA,NA,NA,NA
"499",NA,NA,NA,"1854",2023-05-25,8H 5M 0S,145,2023,NA,NA,NA,NA
"500",NA,NA,NA,"2031",2023-05-25,6H 8M 0S,145,2023,NA,NA,NA,NA
"501",NA,NA,NA,"2095",2023-05-25,8H 25M 0S,145,2023,NA,NA,NA,NA
"502",NA,NA,NA,"2162",2023-05-25,7H 45M 0S,145,2023,NA,NA,NA,NA
"503",NA,NA,NA,"2189",2023-06-07,7H 26M 0S,158,2023,NA,NA,NA,NA
"504",NA,NA,NA,"2242",2023-06-05,6H 12M 0S,156,2023,NA,NA,NA,NA
"505",NA,NA,NA,"2276",2023-05-10,6H 31M 0S,130,2023,NA,NA,NA,NA
"506",NA,NA,NA,"2345",2023-05-09,8H 32M 0S,129,2023,NA,NA,NA,NA
"507",NA,NA,NA,"2370",2023-06-01,6H 52M 0S,152,2023,NA,NA,NA,NA
"508",NA,NA,NA,"2379",2023-05-10,8H 10M 0S,130,2023,NA,NA,NA,NA
"509",NA,NA,NA,"2451",2023-05-24,9H 49M 0S,144,2023,NA,NA,NA,NA
"510",NA,NA,NA,"2506",2023-06-01,7H 39M 0S,152,2023,NA,NA,NA,NA
"511",NA,NA,NA,"2585",2023-05-10,8H 45M 0S,130,2023,NA,NA,NA,NA
"512",NA,NA,NA,"2666",2023-06-11,6H 20M 0S,162,2023,NA,NA,NA,NA
"513",NA,NA,NA,"2712",2023-06-15,6H 30M 0S,166,2023,NA,NA,NA,NA
"514",NA,NA,NA,"2771",2023-05-10,7H 36M 0S,130,2023,NA,NA,NA,NA
"515",NA,NA,NA,"2839",2023-06-01,9H 42M 0S,152,2023,NA,NA,NA,NA
"516",NA,NA,NA,"3032",2023-05-04,7H 42M 0S,124,2023,NA,NA,NA,NA
"517",NA,NA,NA,"3035",2023-05-30,7H 25M 0S,150,2023,NA,NA,NA,NA
"518",NA,NA,NA,"3056",2023-05-03,8H 32M 0S,123,2023,NA,NA,NA,NA
"519",NA,NA,NA,"3170",2023-06-05,7H 30M 0S,156,2023,NA,NA,NA,NA
"520",NA,NA,NA,"3238",2023-06-07,7H 7M 0S,158,2023,NA,NA,NA,NA
"521",NA,NA,NA,"3241",2023-06-07,6H 25M 0S,158,2023,NA,NA,NA,NA
"522",NA,NA,NA,"3255",2023-05-24,7H 25M 0S,144,2023,NA,NA,NA,NA
"523",NA,NA,NA,"3256",2023-05-24,7H 47M 0S,144,2023,NA,NA,NA,NA
"524",NA,NA,NA,"3284",2023-05-30,8H 8M 0S,150,2023,NA,NA,NA,NA
"525",NA,NA,NA,"3292",2023-06-15,7H 14M 0S,166,2023,NA,NA,NA,NA
"526",NA,NA,NA,"3293",2023-06-15,7H 0M 0S,166,2023,NA,NA,NA,NA
"527",NA,NA,NA,"3327",2023-05-24,8H 14M 0S,144,2023,NA,NA,NA,NA
"528",NA,NA,NA,"3368",2023-06-05,7H 9M 0S,156,2023,NA,NA,NA,NA
"529",NA,NA,NA,"3485",2023-05-31,7H 32M 0S,151,2023,NA,NA,NA,NA
"530",NA,NA,NA,"3526",2023-06-07,6H 5M 0S,158,2023,NA,NA,NA,NA
"531",NA,NA,NA,"3572",2023-06-02,9H 5M 0S,153,2023,NA,NA,NA,NA
"532",NA,NA,NA,"3581",2023-05-26,6H 15M 0S,146,2023,NA,NA,NA,NA
"533",NA,NA,NA,"3716",2023-05-17,6H 22M 0S,137,2023,NA,NA,NA,NA
"534",NA,NA,NA,"3746",2023-05-31,6H 55M 0S,151,2023,NA,NA,NA,NA
"535",NA,NA,NA,"3759",2023-06-13,6H 12M 0S,164,2023,NA,NA,NA,NA
"536",NA,NA,NA,"3784",2023-06-11,6H 43M 0S,162,2023,NA,NA,NA,NA
"537",NA,NA,NA,"3808",2023-05-25,6H 38M 0S,145,2023,NA,NA,NA,NA
"538",NA,NA,NA,"3854",2023-05-10,7H 20M 0S,130,2023,NA,NA,NA,NA
"539",NA,NA,NA,"3880",2023-06-05,7H 54M 0S,156,2023,NA,NA,NA,NA
"540",NA,NA,NA,"3901",2023-05-26,7H 26M 0S,146,2023,NA,NA,NA,NA
"541",NA,NA,NA,"3904",2023-05-30,6H 8M 0S,150,2023,NA,NA,NA,NA
"542",NA,NA,NA,"3914",2023-05-14,6H 34M 0S,134,2023,NA,NA,NA,NA
"543",NA,NA,NA,"3925",2023-05-23,9H 6M 0S,143,2023,NA,NA,NA,NA
"544",NA,NA,NA,"3935",2023-06-01,8H 59M 0S,152,2023,NA,NA,NA,NA
"545",NA,NA,NA,"3936",2023-06-01,8H 45M 0S,152,2023,NA,NA,NA,NA
"546",NA,NA,NA,"3998",2023-05-26,7H 52M 0S,146,2023,NA,NA,NA,NA
"547",NA,NA,NA,"4054",2023-05-10,8H 23M 0S,130,2023,NA,NA,NA,NA
"548",NA,NA,NA,"4078",2023-05-03,8H 47M 0S,123,2023,NA,NA,NA,NA
"549",NA,NA,NA,"4167",2023-05-14,7H 17M 0S,134,2023,NA,NA,NA,NA
"550",NA,NA,NA,"4170",2023-05-03,7H 11M 0S,123,2023,NA,NA,NA,NA
"551",NA,NA,NA,"4190",2023-06-07,8H 59M 0S,158,2023,NA,NA,NA,NA
"552",NA,NA,NA,"4202",2023-05-04,8H 8M 0S,124,2023,NA,NA,NA,NA
"553",NA,NA,NA,"4261",2023-05-09,8H 47M 0S,129,2023,NA,NA,NA,NA
"554",NA,NA,NA,"4262",2023-05-24,5H 51M 0S,144,2023,NA,NA,NA,NA
"555",NA,NA,NA,"4283",2023-05-03,7H 32M 0S,123,2023,NA,NA,NA,NA
"556",NA,NA,NA,"4295",2023-05-17,7H 36M 0S,137,2023,NA,NA,NA,NA
"557",NA,NA,NA,"4315",2023-05-26,8H 18M 0S,146,2023,NA,NA,NA,NA
